timestamp,datetime_utc,longUsd,shortUsd,totalUsd
1772580600000,2026-03-03T23:30:00.000Z,79797.95637,0,79797.95637
1772582400000,2026-03-04T00:00:00.000Z,121478.72649,116001.3046,237480.03109
1772584200000,2026-03-04T00:30:00.000Z,290376.69292,3058.6342,293435.32712
1772586000000,2026-03-04T01:00:00.000Z,5911.5341,73952.24367,79863.77777
1772587800000,2026-03-04T01:30:00.000Z,65435.48636,1160508.74179,1225944.2281499999
1772589600000,2026-03-04T02:00:00.000Z,190311.88906,1708.7153,192020.60436
1772591400000,2026-03-04T02:30:00.000Z,164207.2722,73003.6003,237210.8725
1772593200000,2026-03-04T03:00:00.000Z,277060.5088,6691.1955,283751.7043
1772595000000,2026-03-04T03:30:00.000Z,4290261.86728,75886.6486,4366148.51588
1772596800000,2026-03-04T04:00:00.000Z,15257.7506,260594.84732,275852.59792
1772598600000,2026-03-04T04:30:00.000Z,29833.32916,33985.7957,63819.12486
1772600400000,2026-03-04T05:00:00.000Z,56722.5019,41356.00569,98078.50759
1772602200000,2026-03-04T05:30:00.000Z,18708.3012,922213.49652,940921.79772
1772604000000,2026-03-04T06:00:00.000Z,7074.332,1769.7478,8844.0798
1772605800000,2026-03-04T06:30:00.000Z,205.6392,1924469.08513,1924674.72433
1772607600000,2026-03-04T07:00:00.000Z,3348.8956,388178.54307,391527.43867
1772609400000,2026-03-04T07:30:00.000Z,147233.016,6101545.7268,6248778.7428
1772611200000,2026-03-04T08:00:00.000Z,924847.01934,560051.05465,1484898.07399
1772613000000,2026-03-04T08:30:00.000Z,4250.51815,14978416.24426,14982666.76241
1772614800000,2026-03-04T09:00:00.000Z,414546.42278,3176522.40174,3591068.8245200003
1772616600000,2026-03-04T09:30:00.000Z,1016526.2067,6445007.2434,7461533.4501
1772618400000,2026-03-04T10:00:00.000Z,793143.622,588400.81806,1381544.44006
1772620200000,2026-03-04T10:30:00.000Z,174801.72599,8495.915,183297.64099
1772622000000,2026-03-04T11:00:00.000Z,11578.0267,7533.63035,19111.65705
1772623800000,2026-03-04T11:30:00.000Z,1114661.84456,491799.79461,1606461.63917
1772625600000,2026-03-04T12:00:00.000Z,388922.19513,17235.2789,406157.47403
1772627400000,2026-03-04T12:30:00.000Z,1007816.63174,1285499.3859,2293316.01764
1772629200000,2026-03-04T13:00:00.000Z,292047.05043,584183.75381,876230.80424
1772631000000,2026-03-04T13:30:00.000Z,0,32575.5733,32575.5733
1772632800000,2026-03-04T14:00:00.000Z,245450.40138,2925954.14607,3171404.54745
1772634600000,2026-03-04T14:30:00.000Z,3028192.90774,10249056.95206,13277249.8598
1772636400000,2026-03-04T15:00:00.000Z,305230.63815,13530736.06566,13835966.703809999
1772638200000,2026-03-04T15:30:00.000Z,125829.45874,8693135.43403,8818964.89277
1772640000000,2026-03-04T16:00:00.000Z,1146962.55939,709731.88056,1856694.43995
1772641800000,2026-03-04T16:30:00.000Z,657.6669,864539.85185,865197.5187499999
1772643600000,2026-03-04T17:00:00.000Z,594465.05646,2873799.1402,3468264.19666
1772645400000,2026-03-04T17:30:00.000Z,3948.0842,388493.20982,392441.29402
1772647200000,2026-03-04T18:00:00.000Z,79912.95172,138500.47026,218413.42197999998
1772649000000,2026-03-04T18:30:00.000Z,3950.0749,496056.26196,500006.33686
1772650800000,2026-03-04T19:00:00.000Z,844229.66749,6387942.62344,7232172.29093
1772652600000,2026-03-04T19:30:00.000Z,5136.41784,35388.45085,40524.86869
1772654400000,2026-03-04T20:00:00.000Z,1130501.96134,24497.84613,1154999.8074699999
